No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
536;Elba;EA 120 A;Non-Inverter;1125.3;11749;10.44;4;3285.876; Rp4,744,804.94 ;EER;;;;
537;Elba;EA 180 A;Non-Inverter;1894.7;17290.97;9.12;2;5532.524; Rp7,988,964.66 ;EER;;;;
538;Elba;EA 60 SLW;Non-Inverter;380;5472.85;14.4;4;1109.6; Rp1,602,262.40 ;EER;;;;
539;Elba;EA 60 S;Non-Inverter;409;4449.25;10.88;4;1194.28; Rp1,724,540.32 ;EER;;;;
540;Elba;EA 90 SLW;Non-Inverter;680;8410.58;12.37;4;1985.6; Rp2,867,206.40 ;EER;;;;
541;Elba;EA 90 S;Non-Inverter;830;10365.66;12.49;4;2423.6; Rp3,499,678.40 ;EER;;;;
542;Elba;EA 120 S;Non-Inverter;1070;11129.94;10.4;3;3124.4; Rp4,511,633.60 ;EER;;;;
543;Elba;EA 180 S;Non-Inverter;1607;16810.92;10.46;4;4692.44; Rp6,775,883.36 ;EER;;;;
544;Electrolux;VITA 05;Non-Inverter;300;4800;16;4;876; Rp1,264,944.00 ;EER;;;;
545;Electrolux;VITA 07;Non-Inverter;500;6820;13.64;4;1460; Rp2,108,240.00 ;EER;;;;
546;Electrolux;VITA 09;Non-Inverter;650;9000;13.85;4;1898; Rp2,740,712.00 ;EER;;;;
547;Electrolux;VITA 12;Non-Inverter;900;12000;13.33;4;2628; Rp3,794,832.00 ;EER;;;;
548;Electrolux;VITA 18;Non-Inverter;1530;18000;11.76;4;4467.6; Rp6,451,214.40 ;EER;;;;
549;Electrolux;VITA PLUS 05;Non-Inverter;336;4773.4;14.21;4;981.12; Rp1,416,737.28 ;EER;;;;
550;Electrolux;VITA PLUS 07;Non-Inverter;559;7073;12.65;4;1632.28; Rp2,357,012.32 ;EER;;;;
551;Electrolux;VITA PLUS 09;Non-Inverter;718;8158.1;11.36;4;2096.56; Rp3,027,432.64 ;EER;;;;
552;Electrolux;Everest 05;Non-Inverter;396;4776;12.06;4;1156.32; Rp1,669,726.08 ;EER;;;;
553;Electrolux;Polar 05;Non-Inverter;396;4776;12.06;4;1156.32; Rp1,669,726.08 ;EER;;;;
554;Electrolux;Everest 09;Non-Inverter;793;8656;10.92;4;2315.56; Rp3,343,668.64 ;EER;;;;
555;Electrolux;Polar 09;Non-Inverter;793;8656;10.92;4;2315.56; Rp3,343,668.64 ;EER;;;;
556;Electrolux;Polar 12;Non-Inverter;1030;11321;10.99;4;3007.6; Rp4,342,974.40 ;EER;;;;
557;Electrolux;Polar 18;Non-Inverter;1553;16865;10.86;4;4534.76; Rp6,548,193.44 ;EER;;;;
558;Electrolux;"Polar 07(ESM07CRK-B2I;ESM07CRK-B2E)";Non-Inverter;687;7322;10.66;4;2006.04; Rp2,896,721.76 ;EER;;;;
559;Electrolux;ESM05CRR-C1;Non-Inverter;480.4;5219.85;10.83;4;1402.768; Rp2,025,596.99 ;EER;;;;
560;Electrolux;ESM09CRR-C1;Non-Inverter;761.5;9476.14;12.42;4;2223.58; Rp3,210,849.52 ;EER;;;;
561;Electrolux;ESM12CRR-C1;Non-Inverter;1028.2;11962.76;11.62;4;3002.344; Rp4,335,384.74 ;EER;;;;
562;Electrolux;ESM18CRR-C1;Non-Inverter;1506.7;18241.77;12.09;4;4399.564; Rp6,352,970.42 ;EER;;;;
563;Electrolux;Indoor: ESM05CRR-C1I Outdoor: ESM05CRR-C1E;Non-Inverter;490.7;5500;3.46;2;1360.380568; Rp1,964,389.54 ;CSPF;;;;
564;Electrolux;Indoor: ESM09CRR-C1I Outdoor: ESM09CRR-C1E;Non-Inverter;764.6;9600;3.87;3;2122.92229; Rp3,065,499.79 ;CSPF;;;;
565;Electrolux;Indoor: ESM12CRR-C1I Outdoor: ESM12CRR-C1E;Non-Inverter;1023;12400;3.65;2;2907.385698; Rp4,198,264.95 ;CSPF;;;;
566;Electrolux;Indoor: ESM18CRR-C1I Outdoor: ESM18CRR-C1E;Non-Inverter;1543.9;18700;3.75;2;4267.604533; Rp6,162,420.95 ;CSPF;;;;
567;Electrolux;ESM053C;Non-Inverter;344.2;5000;3.99;3;1072.434897; Rp1,548,595.99 ;CSPF;;;;
568;Electrolux;ESM093C;Non-Inverter;734.2;9000;3.46;2;2226.077293; Rp3,214,455.61 ;CSPF;;;;
569;FLIFE;FAC-05FCOO/I / FAC-05FCOO/O;Non-Inverter;365.6;5000;3.74;2;1144.121722; Rp1,652,111.77 ;CSPF;;;;
570;FLIFE;FAC-09FCOO/I / FAC-09FCOO/O;Non-Inverter;791.1;9200;3.71;2;2122.207019; Rp3,064,466.94 ;CSPF;;;;
571;FLIFE;FAC-12FCOO/I / FAC-12FCOO/O;Non-Inverter;1031.6;12000;3.42;2;3002.817713; Rp4,336,068.78 ;CSPF;;;;
572;FLIFE;FAC-05FMOO/I / FAC-05FMOO/O;Non-Inverter;393;5000;3.62;2;1182.048409; Rp1,706,877.90 ;CSPF;;;;
573;FLIFE;FAC-07FMOO/I / FAC-07FMOO/O;Non-Inverter;596.7;7000;3.69;2;1623.474617; Rp2,344,297.35 ;CSPF;;;;
574;FLIFE;FAC-09FMOO/I / FAC-09FMOO/O;Non-Inverter;789.4;9000;3.56;2;2163.547032; Rp3,124,161.91 ;CSPF;;;;
575;FLIFE;FAC-12FMOO/I / FAC-12FMOO/O;Non-Inverter;1079;12000;3.26;1;3150.195269; Rp4,548,881.97 ;CSPF;;;;
576;FLIFE;FAC-18FMOO/I / FAC-18FMOO/O;Non-Inverter;1564.1;18000;3.76;2;4096.929485; Rp5,915,966.18 ;CSPF;;;;
577;FLIFE;FAC-24FMOO/I / FAC-24FMOO/O;Non-Inverter;2362.9;24000;3.14;1;6541.169794; Rp9,445,449.18 ;CSPF;;;;
578;FLIFE;FAC-07FCOO/I / FAC-07FCOO/O;Non-Inverter;6459.1;7000;3.61;2;1659.451894; Rp2,396,248.53 ;CSPF;;;;
579;FLIFE;FAC-18FCOO/I / FAC-18FCOO/O;Non-Inverter;17434.7;18000;3.53;2;4363.868234; Rp6,301,425.73 ;CSPF;;;;
580;FLIFE;FAC-05FMOO2/I / FAC-05FMOO2/O;Non-Inverter;394.8;5100;3.96;3;1102.170592; Rp1,591,534.34 ;CSPF;;;;
581;FLIFE;FAC-07FMOO2/I / FAC-07FMOO2/O;Non-Inverter;631.7;7100;3.49;2;1741.031989; Rp2,514,050.19 ;CSPF;;;;
582;FLIFE;FAC-09FMOO2/I / FAC-09FMOO2/O;Non-Inverter;749.6;9000;3.71;2;2076.072084; Rp2,997,848.09 ;CSPF;;;;
583;FLIFE;FAC-12FMOO2/I / FAC-12FMOO2/O;Non-Inverter;1033.5;12500;3.72;2;2875.682285; Rp4,152,485.22 ;CSPF;;;;
584;FLIFE;FAC-18FMOO2/I / FAC-18FMOO2/O;Non-Inverter;1620.4;18500;3.55;2;4459.818701; Rp6,439,978.20 ;CSPF;;;;
585;FLIFE;FAC-05FMOO3/I / FAC-05FMOO3/O;Non-Inverter;383.9;5100;3.7;2;1179.620418; Rp1,703,371.88 ;CSPF;;;;
586;FLIFE;FAC-09FMOO3/I / FAC-09FMOO3/O;Non-Inverter;767.8;9000;3.46;2;2226.077293; Rp3,214,455.61 ;CSPF;;;;
587;FLIFE;FAC-12FMOO3/I / FAC-12FMOO3/O;Non-Inverter;1042;12500;3.41;2;3137.107947; Rp4,529,983.88 ;CSPF;;;;
588;FLIFE;FAC-18FMOO3/I / FAC-18FMOO3/O;Non-Inverter;1592.5;18500;3.42;2;4629.343973; Rp6,684,772.70 ;CSPF;;;;
589;FLIFE;FAC-07FMOO3/I / FAC-07FMOO3/O;Non-Inverter;594.5;7100;3.46;2;1756.127642; Rp2,535,848.32 ;CSPF;;;;
590;FLIFE;FAC-05FLOO/I / FAC-05FLOO/O;Non-Inverter;423.8;5200;3.64;2;1222.575783; Rp1,765,399.43 ;CSPF;;;;
591;FLIFE;FAC-07FLOO/I / FAC-07FLOO/O;Non-Inverter;611.9;7500;3.77;2;1702.525958; Rp2,458,447.48 ;CSPF;;;;
592;FLIFE;FAC-09FLOO/I / FAC-09FLOO/O;Non-Inverter;770.3;9500;3.68;2;2209.274173; Rp3,190,191.91 ;CSPF;;;;
593;FLIFE;FAC-12FLOO/I / FAC-12FLOO/O;Non-Inverter;1056.3;12500;3.54;2;3021.903418; Rp4,363,628.54 ;CSPF;;;;
594;FLIFE;FAC-18FLOO/I / FAC-18FLOO/O;Non-Inverter;1560.9;18500;3.49;2;4536.491802; Rp6,550,694.16 ;CSPF;;;;
595;Fuji AC;"FAW05;FOW05";Non-Inverter;408.2;5020.1;12.3;4;1191.944; Rp1,721,167.14 ;EER;;;;
596;Fuji AC;"FAW09;FOW09";Non-Inverter;789.1;8330.3;10.55;4;2304.172; Rp3,327,224.37 ;EER;;;;
597;Fuji AC;"FAW12;FOW12";Non-Inverter;1060.3;11340.1;10.7;4;3096.076; Rp4,470,733.74 ;EER;;;;
598;Fuji AC;"FAW18;FOW18";Non-Inverter;1520.2;16230.2;10.68;4;4438.984; Rp6,409,892.90 ;EER;;;;
599;Fuji AC;"FAW24;FOW24";Non-Inverter;2348.6;23410.2;9.97;3;6857.912; Rp9,902,824.93 ;EER;;;;
600;Fujiaire;"Wall Mounted 1 PK(FW10CIJ-2A1V;FL10CIJ-2A1N)";Non-Inverter;884.1;8801;10.47;4;2581.572; Rp3,727,789.97 ;EER;;;;
601;Fujiaire;"Wall Mounted 1,5 PK(FW15CIJ-2A1V;FL15CIJ-2A1N)";Non-Inverter;1089;11962;10.98;4;3179.88; Rp4,591,746.72 ;EER;;;;
602;Fujiaire;"Wall Mounted 2 PK(FW20CIJ-2A1V;FL20CIJ-2A1N)";Non-Inverter;1845;18489;10.02;3;5387.4; Rp7,779,405.60 ;EER;;;;
603;Fujiaire;"Wall Mounted 2,5 PK(FW25CIJ-2A1V;FL25CIJ-2A1N)";Non-Inverter;2143;22435;10.47;4;6257.56; Rp9,035,916.64 ;EER;;;;
604;Fujiaire;FW05L1H-2A1N /FL05L1H-2A1N;Non-Inverter;385;4577.88;11.9;4;1124.2; Rp1,623,344.80 ;EER;;;;
605;Fujiaire;FW07L1H-2A1N /FL07L1H-2A1N;Non-Inverter;572;7257.33;12.69;4;1670.24; Rp2,411,826.56 ;EER;;;;
606;Fujiaire;FW10C1H-2A1N /FL10C1H-2A1N;Non-Inverter;887;8617;9.72;2;2590.04; Rp3,740,017.76 ;EER;;;;
607;Fujiaire;FW15C1H-2A1N /FL15C1H-2A1N;Non-Inverter;1030;10556.73;10.25;3;3007.6; Rp4,342,974.40 ;EER;;;;
608;Fujiaire;FW20C1H-2A1N /FL20C1H-2A1N;Non-Inverter;1630;15910.16;9.76;2;4759.6; Rp6,872,862.40 ;EER;;;;
609;Fujiaire;FW25C1H-2A1N /FL25C1H-2A1N;Non-Inverter;2000;22768.27;11.38;4;5840; Rp8,432,960.00 ;EER;;;;
610;Fujiaire;FJW05C-MF3-IU / FJL05C-MF3-OU;Non-Inverter;481.9;5000;3.76;2;1138.035968; Rp1,643,323.94 ;CSPF;;;;
611;Fujiaire;FJW09C-MF3-IU / FJL09C-MF3-OU;Non-Inverter;823.7;9000;3.56;2;2163.547032; Rp3,124,161.91 ;CSPF;;;;
612;Fujiaire;FJW12C-MF3-IU / FJL12C-MF3-OU;Non-Inverter;1091.3;12000;3.42;2;3002.817713; Rp4,336,068.78 ;CSPF;;;;
613;Fujiaire;FJW18C-MF3-IU / FJL18C-MF3-OU;Non-Inverter;1678;18000;3.41;2;4517.435444; Rp6,523,176.78 ;CSPF;;;;
614;Fujitsu;ASAG09JLCA /AOAG09JLCA;Non-Inverter;726;9103.22;16.64;4;2119.92; Rp3,061,164.48 ;EER;;;;
615;Fujitsu;ASAG12JLCA /AOAG12JLCA;Non-Inverter;1044;11825.99;16.06;4;3048.48; Rp4,402,005.12 ;EER;;;;
616;Fujitsu;ASAA18JCC /AOAR18JCC;Non-Inverter;1264;16855.28;15.02;4;3690.88; Rp5,329,630.72 ;EER;;;;
617;Gree;GWC-07MOO/IGWC-07MOO/O;Non-Inverter;731;6841;9.35;2;2134.52; Rp3,082,246.88 ;EER;;;;
618;Gree;Indoor GWC-05MOO/I Outdoor GWC-05MOO/O;Non-Inverter;590.9;5327.5;9.02;2;1725.428; Rp2,491,518.03 ;EER;;;;
619;Gree;Indoor GWC-09MOO/I Outdoor GWC-09MOO/O;Non-Inverter;887.1;8592.1;9.69;2;2590.332; Rp3,740,439.41 ;EER;;;;
620;Gree;Indoor GWC-12MOO/I Outdoor GWC-12MOO/O;Non-Inverter;1055;11126.5;10.55;4;3080.6; Rp4,448,386.40 ;EER;;;;
621;Gree;Indoor GWC-18MOO/I Outdoor GWC-18MOO/O;Non-Inverter;1721;17513.8;10.18;3;5025.32; Rp7,256,562.08 ;EER;;;;
622;Gree;Indoor GWC-24MOO/I Outdoor GWC-24MOO/O;Non-Inverter;2078;21260.1;10.23;3;6067.76; Rp8,761,845.44 ;EER;;;;
623;Gree;Indoor GWC-05COO/I Outdoor GWC-05COO/O;Non-Inverter;341.7;4531;13.26;4;997.764; Rp1,440,771.22 ;EER;;;;
624;Gree;Indoor GWC-07COO/I Outdoor GWC-07COO/O;Non-Inverter;551.7;7002.5;12.69;4;1610.964; Rp2,326,232.02 ;EER;;;;
625;Gree;Indoor GWC-09COO/I Outdoor GWC-09COO/O;Non-Inverter;710.9;8418.1;11.84;4;2075.828; Rp2,997,495.63 ;EER;;;;
626;Gree;Indoor GWC-12COO/I Outdoor GWC-12COO/O;Non-Inverter;1044;12109.2;11.6;4;3048.48; Rp4,402,005.12 ;EER;;;;
627;Gree;Indoor GWC-18COO/I Outdoor GWC-18COO/O;Non-Inverter;1549;17759.5;11.47;4;4523.08; Rp6,531,327.52 ;EER;;;;
628;Gree;Indoor GWC-09GEE / I Outdoor GWC-09GEE / O;Inverter;768;8857.6;12.62;4;2242.56; Rp3,238,256.64 ;EER;;;;
629;Gree;Indoor GWC-12GEE / I Outdoor GWC-12GEE / O;Inverter;1110;11846.5;12.79;4;3241.2; Rp4,680,292.80 ;EER;;;;
630;Gree;GWC-09UCR / IGWC-09UCR / O;Inverter;620.1;8616.1;17.21;4;1810.692; Rp2,614,639.25 ;EER;;;;
631;Gree;GWC-18UCR / IGWC-18UCR / O;Inverter;1544.8;17526.8;13.74;4;4510.816; Rp6,513,618.30 ;EER;;;;
632;Gree;GWC-07MOO/IGWC-07MOO/O;Non-Inverter;731;6841;9.35;2;2134.52; Rp3,082,246.88 ;EER;;;;
633;Gree;Indoor GWC-09MOO/I Outdoor GWC-09MOO/O;Non-Inverter;887.1;8592.1;9.69;2;2590.332; Rp3,740,439.41 ;EER;;;;
634;Gree;Indoor GWC-12MOO/I Outdoor GWC-12MOO/O;Non-Inverter;1055;11126.5;10.55;4;3080.6; Rp4,448,386.40 ;EER;;;;
635;Gree;Indoor GWC-18MOO/I Outdoor GWC-18MOO/O;Non-Inverter;1721;17513.8;10.18;3;5025.32; Rp7,256,562.08 ;EER;;;;
636;Gree;Indoor GWC-24MOO/I Outdoor GWC-24MOO/O;Non-Inverter;2078;21260.1;10.23;3;6067.76; Rp8,761,845.44 ;EER;;;;
637;Gree;Indoor GWC-05MOO/I Outdoor GWC-05MOO/O;Non-Inverter;590.9;5327.5;9.02;2;1725.428; Rp2,491,518.03 ;EER;;;;
638;Gree;Indoor GWC-18COO/I Outdoor GWC-18COO/O;Non-Inverter;1549;17759.5;11.47;4;4523.08; Rp6,531,327.52 ;EER;;;;
639;Gree;Indoor GWC-05COO/I Outdoor GWC-05COO/O;Non-Inverter;341.7;4531;13.26;4;997.764; Rp1,440,771.22 ;EER;;;;
640;Gree;Indoor GWC-09COO/I Outdoor GWC-09COO/O;Non-Inverter;710.9;8416.1;11.84;4;2075.828; Rp2,997,495.63 ;EER;;;;
641;Gree;Indoor GWC-12COO/I Outdoor GWC-12COO/O;Non-Inverter;1044;12109.2;11.6;4;3048.48; Rp4,402,005.12 ;EER;;;;
642;Gree;Indoor GWC-07COO/I Outdoor GWC-07COO/O;Non-Inverter;551.7;7002.5;12.69;4;1610.964; Rp2,326,232.02 ;EER;;;;
643;Gree;Indoor GWC-12GEE / I Outdoor GWC-12GEE / O;Inverter;1110;11846.5;12.79;4;3241.2; Rp4,680,292.80 ;EER;;;;
644;Gree;Indoor GWC-09GEE / I Outdoor GWC-09GEE / O;Inverter;768;8857.6;12.62;4;2242.56; Rp3,238,256.64 ;EER;;;;
645;Gree;GWC05NAS;Non-Inverter;547;5179.42;9.17;2;1597.24; Rp2,306,414.56 ;EER;;;;
646;Gree;GWC07NAS;Non-Inverter;720;7194.8;9.85;2;2102.4; Rp3,035,865.60 ;EER;;;;
647;Gree;GWC09NAS;Non-Inverter;850;8528.13;9.99;3;2482; Rp3,584,008.00 ;EER;;;;
648;Gree;GWC12NAS;Non-Inverter;1070;10753.77;9.89;2;3124.4; Rp4,511,633.60 ;EER;;;;
649;Gree;GWC18NAS;Non-Inverter;1832;17691.44;10.41;4;5349.44; Rp7,724,591.36 ;EER;;;;
650;Gree;GWC24NAS;Non-Inverter;2140;21226.9;10.04;3;6248.8; Rp9,023,267.20 ;EER;;;;
651;Gree;GWC05LWS;Non-Inverter;320;4359.56;13.26;4;934.4; Rp1,349,273.60 ;EER;;;;
652;Gree;GWC07LWS;Non-Inverter;520;6413.86;12.17;4;1518.4; Rp2,192,569.60 ;EER;;;;
653;Gree;GWC09LWS;Non-Inverter;680;8740.83;12.42;4;1985.6; Rp2,867,206.40 ;EER;;;;
654;Gree;GWC09KF-K3DNA6A;Inverter;800;11095.33;9.98;3;2336; Rp3,373,184.00 ;EER;;;;
655;Gree;GWC12KF-K3DNA6A;Inverter;1100;12120.55;10.93;4;3212; Rp4,638,128.00 ;EER;;;;
656;Gree;GWC18KG-K3DNA6E;Inverter;1600;17933.66;12.15;4;4672; Rp6,746,368.00 ;EER;;;;
657;Gree;Indoor GWC-24COO/I Outdoor GWC-24COO/O;Non-Inverter;2338.7;23058.2;9.86;2;6829.004; Rp9,861,081.78 ;EER;;;;
658;Gree;GWC-09UCR/I & GWC-09UCR/O;Non-Inverter;687.7;9015.1;17.21;4;2008.084; Rp2,899,673.30 ;EER;;;;
659;Gree;GWC-18UCR / I , GWC-18UCR / O;Inverter;233;17526.6;13.74;4;680.36; Rp982,439.84 ;EER;;;;
660;Gree;GWC-24COO / I , GWC-24COO / O;Inverter;2338.7;23058.2;9.86;2;6829.004; Rp9,861,081.78 ;EER;;;;
661;Gree;Indoor GWC-05MOO2/I Outdoor GWC-05MOO2/O;Non-Inverter;351;4245;12.1;4;1024.92; Rp1,479,984.48 ;EER;;;;
662;Gree;Indoor GWC-05C3/IOutdoor GWC-05C3/O;Non-Inverter;320;4451.6;13.9;4;934.4; Rp1,349,273.60 ;EER;;;;
663;Gree;Indoor GWC-09C3/IOutdoor GWC-09C3/O;Non-Inverter;692;8150;11.78;4;2020.64; Rp2,917,804.16 ;EER;;;;
664;Gree;GWC-07C3/I /GWC-07C3/O;Non-Inverter;499.1;6378.4;12.8;4;1457.372; Rp2,104,445.17 ;EER;;;;
665;Gree;GWC-12C3/I /GWC-12C3/O;Non-Inverter;1010.9;12311.5;12.1;4;2951.828; Rp4,262,439.63 ;EER;;;;
666;Gree;GWC-18C3/I / GWC-18C3/O;Non-Inverter;1540;17605.92;11.43;4;4496.8; Rp6,493,379.20 ;EER;;;;
667;Gree;GWC-24C3/I /GWC-24C3/O;Non-Inverter;2137.7;23981.2;11.2;4;6242.084; Rp9,013,569.30 ;EER;;;;
668;Gree;GWC05LWS;Non-Inverter;320;4356.1;13.17;4;934.4; Rp1,349,273.60 ;EER;;;;
669;Gree;GWC07LWS;Non-Inverter;520;6799.58;12.91;4;1518.4; Rp2,192,569.60 ;EER;;;;
670;Gree;GWC09LWS;Non-Inverter;600;8415.01;11.92;4;1752; Rp2,529,888.00 ;EER;;;;
671;Gree;GWC05NAS;Non-Inverter;547;5219.73;9.05;1;1597.24; Rp2,306,414.56 ;EER;;;;
672;Gree;GWC07NAS;Non-Inverter;720;6694.98;9.54;2;2102.4; Rp3,035,865.60 ;EER;;;;
673;Gree;GWC09NAS;Non-Inverter;850;8402.69;9.74;2;2482; Rp3,584,008.00 ;EER;;;;
674;Gree;GWC12NAS;Non-Inverter;1034;10986.23;10.73;4;3019.28; Rp4,359,840.32 ;EER;;;;
675;Gree;GWC18NAS;Non-Inverter;1832;17574.02;10.3;3;5349.44; Rp7,724,591.36 ;EER;;;;
676;Gree;GWC24NAS;Non-Inverter;2140;21648.14;10.24;3;6248.8; Rp9,023,267.20 ;EER;;;;
677;Gree;GWC09KF-K3DNA6A;Inverter;800;9029.62;12.29;4;2336; Rp3,373,184.00 ;EER;;;;
678;Gree;GWC12KF-K3DNA6A;Inverter;1100;12490.99;11.04;4;3212; Rp4,638,128.00 ;EER;;;;
679;Gree;GWC18KG-K3DNA6E;Inverter;1600;17456.36;12.05;4;4672; Rp6,746,368.00 ;EER;;;;
680;Gree;GWC05NAS;Inverter;575.93;5287.19;9.19;2;1681.7156; Rp2,428,397.33 ;EER;;;;
681;Gree;GWC09NAS;Inverter;856.4;8542.39;9.97;3;2500.688; Rp3,610,993.47 ;EER;;;;
682;Gree;GWC18NAS;Inverter;1705.6;17773.94;10.42;4;4980.352; Rp7,191,628.29 ;EER;;;;
683;Gree;GWC05C1;Non-Inverter;315;4327.34;13.4;4;919.8; Rp1,328,191.20 ;EER;;;;
684;Gree;GWC07C1;Non-Inverter;480;6627.81;12.83;4;1401.6; Rp2,023,910.40 ;EER;;;;
685;Gree;GWC09C1;Non-Inverter;655;8137;11.64;4;1912.6; Rp2,761,794.40 ;EER;;;;
686;Gree;GWC12C1;Non-Inverter;1034;11707.43;11.39;4;3019.28; Rp4,359,840.32 ;EER;;;;
687;Gree;GWC18C1;Non-Inverter;1550;17773.94;11.74;4;4526; Rp6,535,544.00 ;EER;;;;
688;Gree;GWC-05F1/ I GWC-05F1/ O;Inverter;341.4;5171;14.16;4;996.888; Rp1,439,506.27 ;EER;;;;
689;Gree;GWC-09F1/ I GWC-09F1/ O;Inverter;683;8569;14.42;4;1994.36; Rp2,879,855.84 ;EER;;;;
690;Gree;GWC-12F1/ I GWC-12F1/ O;Inverter;1279;11794;10.91;4;3734.68; Rp5,392,877.92 ;EER;;;;
691;Gree;GWC-18F1/ I GWC-18F1/ O;Inverter;1456;15999;13.24;4;4251.52; Rp6,139,194.88 ;EER;;;;
692;Gree;GWC-24F1/ I GWC-24F1/ O;Inverter;1940;24594;14.57;4;5664.8; Rp8,179,971.20 ;EER;;;;
693;Gree;"GWC-05C3E/I;GWC-05C3E/O";Non-Inverter;320;4451.6;13.9;4;934.4; Rp1,349,273.60 ;EER;;;;
694;Gree;"GWC-07C3E/I;GWC-07C3E/O";Non-Inverter;499.1;6378.4;12.8;4;1457.372; Rp2,104,445.17 ;EER;;;;
695;Gree;"GWC-09C3E/I;GWC-09C3E/O";Non-Inverter;692;8150;11.78;4;2020.64; Rp2,917,804.16 ;EER;;;;
696;Gree;"GWC-12C3E/I;GWC-12C3E/O";Non-Inverter;1010.9;12311.5;12.1;4;2951.828; Rp4,262,439.63 ;EER;;;;
697;Gree;"GWC-18C3E/I;GWC-18C3E/O";Non-Inverter;1540;17605.92;11.43;4;4496.8; Rp6,493,379.20 ;EER;;;;
698;Gree;"GWC-24C3E/I;GWC-24C3E/O";Non-Inverter;2137.7;23981.2;11.2;4;6242.084; Rp9,013,569.30 ;EER;;;;
699;Gree;"GWC-05MOO3/I;GWC-05MOO3/O";Non-Inverter;395.9;3950.7;9.98;3;1156.028; Rp1,669,304.43 ;EER;;;;
700;Gree;"GWC-07MOO3/I;GWC-07MOO3/O";Non-Inverter;594.1;5580.8;9.96;3;1734.772; Rp2,505,010.77 ;EER;;;;
701;Gree;"GWC-09MOO3/I;GWC-09MOO3/O";Non-Inverter;768.4;7867.6;10.24;3;2243.728; Rp3,239,943.23 ;EER;;;;
702;Gree;"GWC-05SE/I;GWC-05SE/O;";Non-Inverter;400.9;4354.5;10.86;4;1170.628; Rp1,690,386.83 ;EER;;;;
703;Gree;"GWC-09SE/I;GWC-09SE/O;";Non-Inverter;803.4;8030;10;3;2345.928; Rp3,387,520.03 ;EER;;;;
704;Gree;"GWC-05MOO3/I;GWC-05MOO3/O";Non-Inverter;400.9;4354.5;10.86;4;1170.628; Rp1,690,386.83 ;EER;;;;
705;Gree;"GWC-07MOO3/I;GWC-07MOO3/O";Non-Inverter;592.6;6020;10.16;3;1730.392; Rp2,498,686.05 ;EER;;;;
706;Gree;"GWC-09MOO3/I;GWC-09MOO3/O";Non-Inverter;803.4;8030;10;3;2345.928; Rp3,387,520.03 ;EER;;;;
707;Gree;"GWC-05MOO3S/I;GWC-05MOO3S/O";Non-Inverter;360.6;4153.3;11.52;4;1052.952; Rp1,520,462.69 ;EER;;;;
708;Gree;"GWC-09MOO3S/I;GWC-09MOO3S/O";Non-Inverter;744.3;8043;10.81;4;2173.356; Rp3,138,326.06 ;EER;;;;
709;Gree;"GWC-05C3E/I;GWC-05C3E/O";Non-Inverter;360.6;4153.3;11.52;4;1052.952; Rp1,520,462.69 ;EER;;;;
710;Gree;"GWC-07C3E/I;GWC-07C3E/O";Non-Inverter;547.1;6085.4;11.12;4;1597.532; Rp2,306,836.21 ;EER;;;;
711;Gree;GWC-05F1/ I, GWC-05F1/ O;Inverter;351.5;4946.7;13.09;4;1026.38; Rp1,482,092.72 ;EER;;;;
712;Gree;GWC-18F1/ I, GWC-18F1/ O;Inverter;1470.4;15915.6;11.34;4;4293.568; Rp6,199,912.19 ;EER;;;;
713;Gree;GWC-24F1/ I, GWC-24F1/ O;Inverter;2052.5;20741.1;12.49;4;5993.3; Rp8,654,325.20 ;EER;;;;
714;Gree;"GWC-12MOO3/I;GWC-12MOO3/O";Non-Inverter;1012.5;12904;12.74;4;2956.5; Rp4,269,186.00 ;EER;;;;
715;Gree;"GWC-18MOO3/I;GWC-18MOO3/O";Non-Inverter;1531.9;17660.5;11.53;4;4473.148; Rp6,459,225.71 ;EER;;;;
716;Gree;"GWC-24MOO3/I;GWC-24MOO3/O";Non-Inverter;2273.7;23376.7;10.27;3;6639.204; Rp9,587,010.58 ;EER;;;;
717;Gree;GWC-09GTech;Inverter;623.3;9487.84;13.4;4;1820.036; Rp2,628,131.98 ;EER;;;;
718;Gree;GWC-12GTech;Inverter;904.9;12126.04;10.88;4;2642.308; Rp3,815,492.75 ;EER;;;;
719;Gree;"GWC05NAS/I;GWC05NAS/O";Non-Inverter;374.9;4604.2;12.28;4;1094.708; Rp1,580,758.35 ;EER;;;;
720;Gree;"GWC07NAS/I;GWC07NAS/O";Non-Inverter;580.9;6670.94;11.5;4;1696.228; Rp2,449,353.23 ;EER;;;;
721;Gree;"GWC09NAS/I;GWC09NAS/O";Non-Inverter;773.3;8655.96;11.19;4;2258.036; Rp3,260,603.98 ;EER;;;;
722;Gree;"GWC12NAS/I;GWC12NAS/O";Non-Inverter;1053.9;11799.7;11.19;4;3077.388; Rp4,443,748.27 ;EER;;;;
723;Gree;"GWC18NAS/I;GWC18NAS/O";Non-Inverter;1671.7;17490.1;10.48;4;4881.364; Rp7,048,689.62 ;EER;;;;
724;Gree;"GWC24NAS/I;GWC24NAS/O";Non-Inverter;2061.4;21473;10.41;4;6019.288; Rp8,691,851.87 ;EER;;;;
725;Gree;"GWC05LWS/I;GWC05LWS/O";Non-Inverter;328.9;4526.1;13.75;4;960.388; Rp1,386,800.27 ;EER;;;;
